affirm ==================================================

Combinations of 5 Words ------------------------------
in, the, part, of, town: 28
i, of, town, serves: 4
i, of, that, serves: 4
i, town, that, serves: 4
yes, can, i, that: 4
yes, can, i, serves: 4
yes, can, restaurant, that: 4
yes, can, restaurant, serves: 4
yes, can, restaurant, food: 4
yes, can, that, serves: 4
can, i, restaurant, that: 4
can, i, restaurant, serves: 4
can, i, that, serves: 4
can, restaurant, that, serves: 4
i, restaurant, that, food: 4
i, restaurant, serves, food: 4
uh, yes, can, find: 4
uh, can, find, a: 4
yes, can, i, find: 4
yes, can, find, restaurant: 4
can, i, find, a: 4
can, find, a, restaurant: 4
uh, yes, im, that: 4
uh, yes, im, serves: 4
uh, yes, looking, that: 4
uh, yes, looking, serves: 4
uh, yes, for, that: 4
uh, yes, for, serves: 4
uh, im, looking, that: 4
uh, im, looking, serves: 4
uh, im, for, that: 4
uh, im, for, serves: 4
uh, im, restaurant, that: 4
uh, im, restaurant, serves: 4
uh, im, restaurant, food: 4
uh, im, that, serves: 4
uh, im, that, food: 4
uh, im, serves, food: 4
uh, looking, for, that: 4
uh, looking, for, serves: 4
uh, looking, restaurant, that: 4
uh, looking, restaurant, serves: 4
uh, looking, restaurant, food: 4
uh, looking, that, serves: 4
uh, looking, that, food: 4
uh, looking, serves, food: 4
uh, for, restaurant, that: 4
uh, for, restaurant, serves: 4
uh, for, restaurant, food: 4
uh, for, that, serves: 4
uh, for, that, food: 4
uh, for, serves, food: 4
yes, im, for, that: 4
yes, im, for, serves: 4
yes, looking, for, an: 4
yes, looking, for, expensive: 4
yes, looking, an, expensive: 4
yes, looking, an, restaurant: 4
yes, looking, expensive, restaurant: 4
yes, for, an, expensive: 4
yes, for, an, restaurant: 4
yes, for, expensive, restaurant: 4
yes, for, restaurant, that: 4
yes, for, restaurant, serves: 4
yes, for, restaurant, food: 4
looking, for, an, expensive: 4
looking, for, an, restaurant: 4
looking, for, expensive, restaurant: 4
looking, an, expensive, restaurant: 4
for, an, expensive, restaurant: 4
uh, can, i, food: 4
uh, can, restaurant, food: 4
uh, i, restaurant, food: 4
uh, it, serve, food: 4
yes, it, serve, food: 4
a, it, serve, food: 4
restaurant, it, serve, food: 4
and, it, serve, food: 4
uh, yes, im, a: 4
uh, yes, im, in: 4
uh, im, looking, a: 4
uh, im, looking, in: 4
uh, im, for, a: 4
uh, im, for, in: 4
uh, im, a, restaurant: 4
uh, im, restaurant, in: 4
uh, a, in, food: 4
uh, restaurant, in, food: 4
yes, in, the, food: 4
in, the, part, and: 4
in, the, of, and: 4
in, the, town, and: 4
in, part, of, and: 4
in, part, town, and: 4
in, of, town, and: 4
the, part, of, and: 4
the, part, town, and: 4
the, of, town, and: 4
part, of, town, and: 4
uh, looking, a, food: 4
uh, for, a, food: 4
yes, looking, a, food: 4
yes, for, a, food: 4
yes, in, that, food: 4
yes, in, serves, food: 4
yes, expensive, restaurant, part: 4
yes, expensive, restaurant, of: 4
yes, expensive, in, part: 4
yes, expensive, in, of: 4
yes, expensive, the, part: 4
yes, expensive, the, of: 4
yes, expensive, part, of: 4
i, restaurant, south, part: 4
i, restaurant, south, of: 4
i, in, south, part: 4
i, in, south, of: 4
i, the, south, part: 4
i, the, south, of: 4
i, south, part, of: 4
expensive, restaurant, in, part: 4
expensive, restaurant, in, of: 4
expensive, restaurant, the, part: 4
expensive, restaurant, the, of: 4
expensive, restaurant, part, of: 4
expensive, in, the, part: 4
expensive, in, the, of: 4
expensive, in, part, of: 4
expensive, the, part, of: 4
yes, i, am, any: 4
yes, i, am, that: 4
yes, i, am, serves: 4
yes, i, am, food: 4
i, am, looking, any: 4
i, am, looking, that: 4
i, am, looking, serves: 4
i, am, looking, food: 4
i, am, any, that: 4
i, am, any, serves: 4
i, am, any, food: 4
i, am, that, serves: 4
i, am, that, food: 4
i, am, serves, food: 4
yes, i, am, for: 4
i, am, looking, for: 4
uh, yes, i, it: 3
uh, yes, i, serve: 3
uh, yes, like, a: 3
uh, yes, like, restaurant: 3
uh, yes, like, in: 3
uh, yes, like, the: 3
uh, yes, a, and: 3
uh, yes, a, should: 3
uh, yes, should, serve: 3
uh, i, a, it: 3
uh, i, a, serve: 3
uh, i, restaurant, it: 3
uh, i, restaurant, serve: 3
uh, i, and, it: 3
uh, i, and, serve: 3
uh, i, it, should: 3
uh, like, a, restaurant: 3
uh, like, a, in: 3
uh, like, a, the: 3
uh, like, restaurant, in: 3
uh, like, restaurant, the: 3
uh, like, in, the: 3
uh, a, restaurant, and: 3
uh, a, restaurant, should: 3
uh, a, and, should: 3
uh, a, should, serve: 3
uh, restaurant, should, serve: 3
uh, and, should, serve: 3
yes, i, would, the: 3
yes, i, like, the: 3
yes, i, a, it: 3
yes, i, a, serve: 3
yes, i, restaurant, it: 3
yes, i, restaurant, serve: 3
yes, i, in, and: 3
yes, i, the, and: 3
yes, i, and, it: 3
yes, i, and, serve: 3
yes, i, it, should: 3
yes, would, like, the: 3
yes, a, restaurant, and: 3
yes, a, restaurant, should: 3
yes, a, and, should: 3
yes, a, should, serve: 3
i, would, like, the: 3
i, a, restaurant, it: 3
i, a, restaurant, serve: 3
i, a, and, it: 3
i, a, and, serve: 3
i, a, it, should: 3
i, restaurant, and, it: 3
i, restaurant, and, serve: 3
i, restaurant, it, should: 3
i, in, the, and: 3
i, and, it, should: 3
i, it, should, serve: 3
a, restaurant, and, should: 3
a, restaurant, should, serve: 3
a, and, should, serve: 3
looking, for, cheap, restaurant: 3
yes, im, looking, part: 3
yes, im, looking, of: 3
yes, im, looking, town: 3
yes, im, for, part: 3
yes, im, for, of: 3
yes, im, for, town: 3
yes, im, restaurant, part: 3
yes, im, restaurant, of: 3
yes, im, restaurant, town: 3
yes, im, in, part: 3
yes, im, in, of: 3
yes, im, in, town: 3
yes, im, the, part: 3
yes, im, the, of: 3
yes, im, the, town: 3
yes, im, part, of: 3
yes, im, part, town: 3
yes, im, of, town: 3
yes, looking, a, part: 3
yes, looking, a, town: 3
yes, for, a, part: 3
yes, for, a, town: 3
im, looking, a, part: 3
im, for, a, part: 3
im, for, a, of: 3
im, for, a, town: 3
im, a, restaurant, part: 3
im, a, in, part: 3
im, a, the, part: 3
im, a, part, of: 3
im, a, part, town: 3
yes, can, i, east: 3
yes, can, restaurant, east: 3
yes, can, in, east: 3
yes, can, the, east: 3
yes, i, restaurant, east: 3
yes, i, east, part: 3
yes, i, east, of: 3
yes, i, east, town: 3
yes, restaurant, east, part: 3
can, i, restaurant, east: 3
can, i, in, east: 3
can, i, the, east: 3
can, restaurant, in, east: 3
can, restaurant, the, east: 3
can, in, the, east: 3
i, restaurant, in, east: 3
i, restaurant, the, east: 3
i, in, east, part: 3
i, in, east, of: 3
i, in, east, town: 3
i, the, east, part: 3
i, the, east, of: 3
i, the, east, town: 3
i, east, part, of: 3
i, east, part, town: 3
i, east, of, town: 3
restaurant, in, east, part: 3
restaurant, the, east, part: 3
restaurant, east, part, of: 3
restaurant, east, part, town: 3
yes, can, have, expensive: 3
yes, can, expensive, in: 3
yes, can, expensive, the: 3
yes, i, have, expensive: 3
yes, i, an, in: 3
yes, i, an, the: 3
yes, have, expensive, restaurant: 3
can, i, have, expensive: 3
can, i, expensive, in: 3
can, i, expensive, the: 3
can, have, expensive, restaurant: 3
can, expensive, restaurant, in: 3
can, expensive, restaurant, the: 3
can, expensive, in, the: 3
i, have, expensive, restaurant: 3
i, an, expensive, in: 3
i, an, expensive, the: 3
i, an, restaurant, in: 3
i, an, restaurant, the: 3
i, an, in, the: 3
uh, yes, can, in: 3
uh, yes, can, part: 3
uh, yes, can, of: 3
uh, yes, can, town: 3
yes, can, i, priced: 3
yes, can, get, in: 3
yes, can, get, part: 3
yes, can, get, of: 3
yes, can, get, town: 3
yes, can, a, priced: 3
yes, can, priced, restaurant: 3
yes, i, get, in: 3
yes, i, get, part: 3
yes, i, get, of: 3
yes, i, get, town: 3
yes, i, a, priced: 3
yes, i, priced, restaurant: 3
yes, get, restaurant, in: 3
yes, get, restaurant, the: 3
yes, get, restaurant, part: 3
yes, get, restaurant, of: 3
yes, get, restaurant, town: 3
yes, get, in, the: 3
yes, get, in, part: 3
yes, get, in, of: 3
yes, get, in, town: 3
yes, get, the, part: 3
yes, get, the, of: 3
yes, get, the, town: 3
yes, get, part, of: 3
yes, get, part, town: 3
yes, get, of, town: 3
can, i, get, in: 3
can, i, get, part: 3
can, i, get, of: 3
can, i, get, town: 3
can, i, a, priced: 3
can, i, priced, restaurant: 3
can, get, restaurant, in: 3
can, get, restaurant, the: 3
can, get, restaurant, part: 3
can, get, restaurant, of: 3
can, get, restaurant, town: 3
can, get, in, the: 3
can, get, in, part: 3
can, get, in, of: 3
can, get, in, town: 3
can, get, the, part: 3
can, get, the, of: 3
can, get, the, town: 3
can, get, part, of: 3
can, get, part, town: 3
can, get, of, town: 3
can, a, priced, restaurant: 3
i, get, restaurant, in: 3
i, get, restaurant, the: 3
i, get, restaurant, part: 3
i, get, restaurant, of: 3
i, get, restaurant, town: 3
i, get, in, the: 3
i, get, in, part: 3
i, get, in, of: 3
i, get, in, town: 3
i, get, the, part: 3
i, get, the, of: 3
i, get, the, town: 3
i, get, part, of: 3
i, get, part, town: 3
i, get, of, town: 3
i, a, priced, restaurant: 3
get, restaurant, in, the: 3
get, restaurant, in, part: 3
get, restaurant, in, of: 3
get, restaurant, in, town: 3
get, restaurant, the, part: 3
get, restaurant, the, of: 3
get, restaurant, the, town: 3
get, restaurant, part, of: 3
get, restaurant, part, town: 3
get, restaurant, of, town: 3
get, in, the, part: 3
get, in, the, of: 3
get, in, the, town: 3
get, in, part, of: 3
get, in, part, town: 3
get, in, of, town: 3
get, the, part, of: 3
get, the, part, town: 3
get, the, of, town: 3
get, part, of, town: 3
yes, a, cheap, in: 3
yes, a, cheap, the: 3
yes, a, cheap, part: 3
yes, a, cheap, of: 3
yes, a, cheap, town: 3
yes, cheap, restaurant, in: 3
yes, cheap, restaurant, the: 3
yes, cheap, restaurant, part: 3
yes, cheap, restaurant, of: 3
yes, cheap, restaurant, town: 3
yes, cheap, in, the: 3
yes, cheap, in, part: 3
yes, cheap, in, of: 3
yes, cheap, in, town: 3
yes, cheap, the, part: 3
yes, cheap, the, of: 3
yes, cheap, the, town: 3
yes, cheap, part, of: 3
yes, cheap, part, town: 3
yes, cheap, of, town: 3
yes, restaurant, south, town: 3
looking, for, restaurant, south: 3
looking, for, in, south: 3
looking, for, the, south: 3
looking, for, south, part: 3
looking, for, south, of: 3
looking, restaurant, in, south: 3
looking, restaurant, the, south: 3
looking, restaurant, south, part: 3
looking, restaurant, south, of: 3
looking, in, the, south: 3
looking, in, south, part: 3
looking, in, south, of: 3
looking, the, south, part: 3
looking, the, south, of: 3
looking, south, part, of: 3
for, restaurant, in, south: 3
for, restaurant, the, south: 3
for, restaurant, south, part: 3
for, restaurant, south, of: 3
for, in, the, south: 3
for, in, south, part: 3
for, in, south, of: 3
for, the, south, part: 3
for, the, south, of: 3
for, south, part, of: 3
a, cheap, restaurant, in: 3
a, cheap, restaurant, the: 3
a, cheap, restaurant, part: 3
a, cheap, restaurant, of: 3
a, cheap, restaurant, town: 3
a, cheap, in, the: 3
a, cheap, in, part: 3
a, cheap, in, of: 3
a, cheap, in, town: 3
a, cheap, the, part: 3
a, cheap, the, of: 3
a, cheap, the, town: 3
a, cheap, part, of: 3
a, cheap, part, town: 3
a, cheap, of, town: 3
a, restaurant, south, part: 3
a, restaurant, south, of: 3
a, restaurant, south, town: 3
a, in, south, part: 3
a, in, south, of: 3
a, in, south, town: 3
a, the, south, part: 3
a, the, south, of: 3
a, the, south, town: 3
a, south, part, of: 3
a, south, part, town: 3
a, south, of, town: 3
cheap, restaurant, in, the: 3
cheap, restaurant, in, part: 3
cheap, restaurant, in, of: 3
cheap, restaurant, in, town: 3
cheap, restaurant, the, part: 3
cheap, restaurant, the, of: 3
cheap, restaurant, the, town: 3
cheap, restaurant, part, of: 3
cheap, restaurant, part, town: 3
cheap, restaurant, of, town: 3
cheap, in, the, part: 3
cheap, in, the, of: 3
cheap, in, the, town: 3
cheap, in, part, of: 3
cheap, in, part, town: 3
cheap, in, of, town: 3
cheap, the, part, of: 3
cheap, the, part, town: 3
cheap, the, of, town: 3
cheap, part, of, town: 3
yeah, a, restaurant, serving: 3
yeah, a, serving, food: 3
yeah, restaurant, serving, food: 3
a, restaurant, serving, food: 3
uh, i, restaurant, south: 3
uh, i, in, south: 3
uh, i, the, south: 3
uh, restaurant, in, south: 3
uh, restaurant, the, south: 3
uh, in, the, south: 3
yeah, im, looking, food: 3
yeah, im, for, food: 3
yeah, looking, for, food: 3
yes, to, find, a: 3
yes, find, a, cheap: 3
yes, im, looking, and: 3
yes, im, for, and: 3
yes, looking, for, and: 3
im, looking, for, and: 3
uh, yes, i, north: 3
uh, yes, the, north: 3
uh, yes, north, part: 3
uh, yes, north, of: 3
uh, yes, north, town: 3
uh, i, the, north: 3
uh, i, north, part: 3
uh, i, north, of: 3
uh, i, north, town: 3
uh, the, north, part: 3
uh, the, north, of: 3
uh, the, north, town: 3
uh, north, part, of: 3
uh, north, part, town: 3
uh, north, of, town: 3
yeah, in, the, part: 3
yeah, in, the, of: 3
yeah, in, the, town: 3
yeah, in, part, of: 3
yeah, in, part, town: 3
yeah, in, of, town: 3
yeah, the, part, of: 3
yeah, the, part, town: 3
yeah, the, of, town: 3
yeah, part, of, town: 3
im, looking, in, that: 3
im, looking, in, serves: 3
im, looking, in, food: 3
im, for, in, that: 3
im, for, in, serves: 3
im, for, in, food: 3
im, a, in, that: 3
im, a, in, serves: 3
im, a, in, food: 3
im, restaurant, in, that: 3
im, restaurant, in, serves: 3
im, restaurant, in, food: 3
im, in, that, serves: 3
im, in, that, food: 3
im, in, serves, food: 3
looking, for, in, that: 3
looking, for, in, serves: 3
looking, for, in, food: 3
looking, a, in, that: 3
looking, a, in, serves: 3
looking, a, in, food: 3
looking, restaurant, in, that: 3
looking, restaurant, in, serves: 3
looking, restaurant, in, food: 3
looking, in, that, serves: 3
looking, in, that, food: 3
looking, in, serves, food: 3
for, a, in, that: 3
for, a, in, serves: 3
for, a, in, food: 3
for, restaurant, in, that: 3
for, restaurant, in, serves: 3
for, restaurant, in, food: 3
for, in, that, serves: 3
for, in, that, food: 3
for, in, serves, food: 3
a, restaurant, part, that: 3
a, restaurant, part, serves: 3
a, restaurant, part, food: 3
a, restaurant, of, that: 3
a, restaurant, of, serves: 3
a, restaurant, of, food: 3
a, restaurant, town, that: 3
a, restaurant, town, serves: 3
a, restaurant, town, food: 3
a, in, part, that: 3
a, in, part, serves: 3
a, in, part, food: 3
a, in, of, that: 3
a, in, of, serves: 3
a, in, of, food: 3
a, in, town, that: 3
a, in, town, serves: 3
a, in, town, food: 3
a, in, that, food: 3
a, in, serves, food: 3
a, the, part, that: 3
a, the, part, serves: 3
a, the, part, food: 3
a, the, of, that: 3
a, the, of, serves: 3
a, the, of, food: 3
a, the, town, that: 3
a, the, town, serves: 3
a, the, town, food: 3
a, part, of, that: 3
a, part, of, serves: 3
a, part, of, food: 3
a, part, town, that: 3
a, part, town, serves: 3
a, part, town, food: 3
a, part, that, serves: 3
a, of, town, that: 3
a, of, town, serves: 3
a, of, town, food: 3
a, of, that, serves: 3
a, town, that, serves: 3
restaurant, in, part, that: 3
restaurant, in, part, serves: 3
restaurant, in, part, food: 3
restaurant, in, of, that: 3
restaurant, in, of, serves: 3
restaurant, in, of, food: 3
restaurant, in, town, that: 3
restaurant, in, town, serves: 3
restaurant, in, town, food: 3
restaurant, in, that, food: 3
restaurant, in, serves, food: 3
restaurant, the, part, that: 3
restaurant, the, part, serves: 3
restaurant, the, part, food: 3
restaurant, the, of, that: 3
restaurant, the, of, serves: 3
restaurant, the, of, food: 3
restaurant, the, town, that: 3
restaurant, the, town, serves: 3
restaurant, the, town, food: 3
restaurant, part, of, that: 3
restaurant, part, of, serves: 3
restaurant, part, of, food: 3
restaurant, part, town, that: 3
restaurant, part, town, serves: 3
restaurant, part, town, food: 3
restaurant, part, that, serves: 3
restaurant, of, town, that: 3
restaurant, of, town, serves: 3
restaurant, of, town, food: 3
restaurant, of, that, serves: 3
restaurant, town, that, serves: 3
in, part, that, food: 3
in, part, serves, food: 3
in, of, that, food: 3
in, of, serves, food: 3
in, town, that, food: 3
in, town, serves, food: 3
the, part, that, food: 3
the, part, serves, food: 3
the, of, that, food: 3
the, of, serves, food: 3
the, town, that, food: 3
the, town, serves, food: 3
part, of, that, food: 3
part, of, serves, food: 3
part, town, that, food: 3
part, town, serves, food: 3
part, that, serves, food: 3
of, town, that, food: 3
of, town, serves, food: 3
of, that, serves, food: 3
town, that, serves, food: 3
uh, yes, find, in: 3
uh, yes, find, the: 3
uh, yes, find, part: 3
uh, yes, find, of: 3
uh, yes, find, town: 3
uh, yes, find, that: 3
uh, yes, find, serves: 3
uh, yes, the, that: 3
uh, yes, the, serves: 3
